id,name,age,salary,city,score
4145,Ivan,35,105054,Mumbai,59.61
4146,Julia,45,62032,Delhi,60.19
4147,Hana,54,71615,Kolkata,92.22
4148,Charlie,26,55649,Bangalore,35.8
4149,Alice,54,105265,Hyderabad,22.12
4150,David,59,95197,Mumbai,89.2
4151,Bob,47,96631,Bangalore,13.59
4152,Alice,31,85472,Pune,5.1
4153,Frank,44,31685,Bangalore,9.83
4154,Grace,57,96522,Pune,93.09
4155,Frank,53,30127,Mumbai,73.73
4156,Alice,41,74073,Hyderabad,60.97
4157,Grace,36,57825,Chennai,55.03
4158,Eve,38,37326,Pune,49.62
4159,David,23,100629,Pune,49.95
4160,Frank,32,24240,Mumbai,87.63
4161,Alice,48,45418,Chennai,20.6
4162,David,59,75584,Delhi,55.39
4163,Hana,28,65748,Chennai,11.45
4164,Charlie,18,66440,Mumbai,24.39
4165,Julia,50,75661,Mumbai,29.5
4166,Charlie,28,39147,Kolkata,92.35
4167,Charlie,44,37279,Hyderabad,67.08
4168,Frank,47,84901,Hyderabad,66.42
4169,Ivan,32,25450,Chennai,78.79
4170,Frank,45,49299,Pune,76.09
4171,Ivan,56,63014,Pune,19.68
4172,David,54,54148,Delhi,56.74
4173,Charlie,23,96845,Delhi,87.99
4174,Frank,55,66177,Hyderabad,8.74
4175,Julia,34,99946,Mumbai,75.87
4176,Eve,46,68100,Delhi,91.98
4177,Grace,31,49788,Mumbai,99.57
4178,Grace,24,69006,Hyderabad,50.5
4179,Alice,29,54108,Pune,35.42
4180,David,25,46213,Hyderabad,8.03
4181,Julia,28,63468,Delhi,1.46
4182,Julia,32,71936,Hyderabad,74.45
4183,Julia,23,117269,Mumbai,51.21
4184,Eve,29,118627,Pune,32.0
4185,Eve,42,58488,Bangalore,50.04
4186,Eve,26,75830,Chennai,41.09
4187,Eve,47,94267,Pune,15.68
4188,Alice,43,29010,Bangalore,71.26
4189,Ivan,26,46940,Pune,10.51
4190,Ivan,36,33046,Chennai,68.28
4191,Hana,44,42158,Mumbai,22.44
4192,Eve,18,116078,Bangalore,25.3
4193,David,57,72927,Bangalore,92.93
4194,Hana,33,78139,Pune,15.48
4195,Hana,38,39248,Chennai,70.44
4196,Charlie,47,45468,Delhi,14.74
4197,Eve,24,65758,Hyderabad,18.59
4198,Hana,25,38356,Hyderabad,88.84
4199,Charlie,37,25662,Mumbai,30.17
4200,Charlie,21,71877,Hyderabad,92.85
4201,Julia,30,107989,Delhi,94.09
4202,Grace,45,65080,Bangalore,78.0
4203,Eve,21,88527,Bangalore,64.75
4204,Alice,46,112563,Pune,83.76
4205,Eve,34,58806,Bangalore,39.93
4206,Ivan,22,79478,Bangalore,48.12
4207,Bob,45,69436,Bangalore,63.51
4208,David,23,38372,Kolkata,77.21
4209,Frank,26,84000,Hyderabad,2.69
4210,Charlie,19,104466,Chennai,39.25
4211,Charlie,51,74203,Hyderabad,1.17
4212,Eve,31,61638,Pune,77.28
4213,Eve,25,55315,Chennai,65.62
4214,Julia,25,80015,Delhi,96.02
4215,David,53,107352,Kolkata,0.76
4216,Hana,22,118960,Chennai,78.3
4217,Bob,55,105588,Mumbai,87.28
4218,Bob,23,47315,Pune,20.57
4219,Frank,18,21481,Hyderabad,9.93
4220,Charlie,31,109554,Kolkata,65.74
4221,Grace,59,50877,Hyderabad,10.22
4222,Alice,22,74369,Bangalore,37.73
4223,Bob,38,97368,Pune,28.59
4224,David,53,98857,Delhi,86.92
4225,Eve,20,26451,Delhi,68.86
4226,Charlie,37,70956,Pune,9.46
4227,Eve,57,77951,Delhi,78.9
4228,Bob,24,44922,Bangalore,63.78
4229,Alice,57,73069,Mumbai,88.0
4230,Frank,24,68464,Delhi,56.98
4231,David,57,74091,Chennai,17.21
4232,Ivan,43,20096,Bangalore,26.37
4233,Alice,35,26429,Kolkata,39.18
4234,Charlie,20,67455,Hyderabad,83.39
4235,Julia,35,29479,Pune,40.24
4236,David,33,112603,Delhi,90.18
4237,Bob,43,114804,Chennai,50.83
4238,Frank,29,110378,Delhi,8.4
4239,Julia,56,119367,Pune,77.79
4240,Julia,20,27772,Kolkata,79.05
4241,Ivan,18,67952,Pune,65.65
4242,David,18,24132,Pune,48.98
4243,Eve,59,118318,Hyderabad,71.4
4244,Frank,25,96224,Kolkata,79.66
4245,David,44,65362,Mumbai,97.36
4246,Julia,18,35154,Kolkata,12.51
4247,Hana,44,101794,Pune,85.46
4248,Charlie,24,101066,Delhi,77.33
4249,Julia,53,56931,Chennai,82.57
4250,Charlie,53,103665,Hyderabad,83.94
4251,David,21,22606,Delhi,53.95
4252,Grace,53,77430,Kolkata,79.8
4253,Alice,58,111781,Hyderabad,57.75
4254,Eve,20,37690,Hyderabad,81.77
4255,Charlie,42,116141,Delhi,8.75
4256,Julia,55,115798,Kolkata,22.9
4257,Grace,50,38144,Pune,85.85
4258,Ivan,19,112869,Hyderabad,75.63
4259,Ivan,43,71128,Kolkata,48.21
4260,Grace,35,112907,Kolkata,25.45
4261,Charlie,57,22069,Hyderabad,70.31
4262,Alice,39,41019,Chennai,65.85
4263,Frank,19,21616,Chennai,75.53
4264,Ivan,35,33783,Bangalore,36.73
4265,Hana,50,29681,Kolkata,50.1
4266,David,55,102729,Bangalore,60.6
4267,Frank,51,62853,Bangalore,34.01
4268,Bob,59,53499,Chennai,15.69
4269,Hana,44,86491,Kolkata,21.7
4270,Grace,38,62353,Mumbai,72.01
4271,Charlie,41,94690,Mumbai,91.9
4272,Hana,57,60031,Delhi,85.88
4273,Alice,25,111581,Chennai,63.75
4274,Bob,30,78970,Pune,62.22
4275,David,48,45390,Mumbai,64.73
4276,Charlie,53,41154,Kolkata,65.69
4277,Eve,42,81055,Kolkata,20.8
4278,Hana,57,47519,Chennai,37.42
4279,Eve,33,83114,Delhi,28.79
4280,Hana,47,75457,Kolkata,90.86
4281,Charlie,47,61492,Pune,24.14
4282,Hana,53,91700,Pune,36.09
4283,Bob,27,86835,Chennai,60.01
4284,Ivan,27,38852,Mumbai,23.08
4285,Julia,31,50592,Pune,88.83
4286,Frank,47,65906,Bangalore,15.17
4287,Frank,54,88963,Delhi,66.85
4288,Charlie,50,23870,Mumbai,63.05
4289,Frank,55,54248,Pune,5.94
4290,Eve,42,32382,Mumbai,38.17
4291,Grace,54,32384,Mumbai,34.34
4292,Frank,22,45862,Pune,33.67
4293,Frank,22,108824,Kolkata,81.87
4294,Alice,30,89730,Delhi,31.28
4295,David,44,66843,Delhi,37.13
4296,Frank,32,99967,Kolkata,64.88
4297,David,43,22612,Chennai,57.92
4298,Ivan,47,105901,Kolkata,15.68
4299,Alice,21,76260,Chennai,95.19
4300,Alice,36,48662,Mumbai,83.78
4301,Hana,45,94159,Bangalore,98.91
4302,Grace,56,56727,Hyderabad,10.05
4303,Julia,24,46717,Mumbai,30.02
4304,Eve,44,38776,Kolkata,36.89
4305,Ivan,48,118120,Bangalore,23.41
4306,Julia,57,73676,Kolkata,29.99
4307,Hana,26,117421,Mumbai,42.68
4308,Bob,27,34391,Chennai,94.05
4309,Grace,26,52315,Bangalore,37.56
4310,Charlie,36,101280,Kolkata,3.34
4311,Julia,57,60036,Chennai,19.01
4312,Frank,56,24809,Kolkata,40.34
4313,Charlie,44,25603,Hyderabad,55.89
4314,Frank,33,69079,Mumbai,86.77
4315,Charlie,49,57761,Hyderabad,57.3
4316,Frank,43,92381,Pune,27.3
4317,David,58,94837,Kolkata,27.24
4318,Hana,56,89139,Chennai,82.95
4319,Grace,32,99974,Bangalore,34.02
4320,Alice,34,111954,Hyderabad,38.8
4321,Julia,43,108752,Chennai,90.79
4322,Bob,55,21791,Delhi,62.3
4323,David,32,46862,Bangalore,33.33
4324,Charlie,40,89502,Bangalore,9.53
4325,Grace,51,44277,Mumbai,49.94
4326,Bob,37,104950,Chennai,2.56
4327,Julia,38,72494,Hyderabad,55.62
4328,Frank,31,102728,Kolkata,98.8
4329,Frank,34,114944,Pune,72.05
4330,Alice,20,82166,Chennai,9.41
4331,Bob,25,100970,Pune,72.05
4332,Charlie,29,73991,Pune,95.26
4333,David,50,61574,Pune,30.98
4334,Alice,59,56172,Hyderabad,95.64
4335,Julia,52,47211,Mumbai,65.83
4336,Alice,29,28769,Chennai,81.67
4337,Bob,34,90325,Kolkata,68.42
4338,Alice,28,93579,Bangalore,0.54
4339,Frank,23,90212,Bangalore,84.67
4340,Hana,55,83400,Bangalore,88.23
4341,Grace,36,103209,Mumbai,22.64
4342,Grace,58,30565,Kolkata,10.78
4343,Bob,30,95268,Delhi,20.87
4344,Eve,58,118556,Bangalore,66.64
4345,David,50,58408,Hyderabad,47.76
4346,Bob,33,35417,Bangalore,44.97
4347,Eve,38,86488,Hyderabad,49.93
4348,Hana,35,77772,Kolkata,51.2
4349,Eve,56,81209,Kolkata,24.19
4350,Grace,24,73022,Bangalore,94.46
4351,Eve,32,53547,Pune,85.43
4352,David,37,66099,Kolkata,80.2
4353,Grace,41,25866,Delhi,71.34
4354,Eve,28,89753,Kolkata,25.95
4355,Eve,39,56046,Mumbai,31.84
4356,Ivan,27,99556,Pune,44.37
4357,Eve,25,74625,Chennai,69.39
4358,Alice,37,43750,Bangalore,83.67
4359,Bob,27,73681,Delhi,77.63
4360,Julia,49,38776,Mumbai,60.76
4361,Ivan,45,47522,Hyderabad,86.72
4362,Bob,31,73905,Delhi,20.69
4363,Grace,36,109019,Hyderabad,95.82
4364,David,19,79174,Delhi,40.43
4365,Eve,52,50436,Mumbai,0.22
4366,Charlie,28,107658,Bangalore,12.65
4367,Frank,42,64925,Pune,96.92
4368,Grace,58,82994,Chennai,70.82
4369,Charlie,25,72595,Pune,19.0
4370,Alice,55,34292,Hyderabad,86.08
4371,Hana,37,49476,Mumbai,63.1
4372,Bob,53,114415,Hyderabad,23.07
4373,Eve,38,90450,Chennai,7.19
4374,David,35,35342,Hyderabad,46.17
4375,Grace,58,72053,Mumbai,16.63
4376,Eve,18,109478,Chennai,91.76
4377,David,53,105553,Hyderabad,20.32
4378,Charlie,49,43976,Mumbai,78.49
4379,Ivan,51,91617,Hyderabad,70.36
4380,Ivan,45,74395,Chennai,33.62
4381,Ivan,20,72665,Kolkata,0.54
4382,Julia,35,31989,Chennai,26.98
4383,Alice,46,92763,Chennai,92.04
4384,David,52,106488,Chennai,10.73
4385,Charlie,53,109714,Chennai,18.97
4386,Julia,23,58991,Kolkata,35.2
4387,Hana,38,85145,Pune,88.39
4388,Julia,57,103273,Chennai,25.36
4389,Julia,43,75309,Mumbai,83.94
4390,Hana,43,101422,Chennai,59.42
4391,Eve,26,61745,Bangalore,52.66
4392,Bob,38,112888,Chennai,9.77
4393,Julia,47,109041,Chennai,93.76
4394,Grace,30,65856,Bangalore,7.88
4395,Hana,21,52938,Pune,55.28
4396,Frank,27,31439,Hyderabad,25.09
4397,Ivan,53,113049,Pune,74.47
4398,Julia,55,69223,Hyderabad,97.4
4399,Alice,31,60044,Hyderabad,60.62
4400,Frank,50,20320,Bangalore,76.91
4401,Charlie,34,104340,Kolkata,39.59
4402,Bob,28,109782,Kolkata,99.0
4403,Frank,46,79721,Delhi,88.94
4404,Grace,27,117899,Mumbai,94.86
4405,Julia,48,117747,Chennai,97.04
4406,Alice,40,66650,Kolkata,83.53
4407,Charlie,54,26870,Kolkata,27.27
4408,Julia,44,59317,Kolkata,94.97
4409,Ivan,56,20787,Chennai,53.91
4410,Ivan,40,101785,Pune,12.1
4411,Charlie,40,52922,Chennai,20.03
4412,David,37,68562,Bangalore,43.0
4413,Julia,39,100102,Delhi,88.59
4414,Ivan,36,63163,Mumbai,59.41
4415,Hana,43,102202,Kolkata,76.16
4416,Hana,50,71826,Pune,81.43
4417,Ivan,41,96444,Hyderabad,37.92
4418,Frank,29,62711,Pune,58.34
4419,Bob,48,31398,Chennai,60.59
4420,Grace,47,28956,Kolkata,4.61
4421,Julia,39,44389,Delhi,80.9
4422,Ivan,19,53443,Mumbai,2.24
4423,David,25,48319,Hyderabad,56.16
4424,Bob,19,98961,Hyderabad,81.16
4425,Julia,58,52436,Pune,57.59
4426,Julia,40,68658,Kolkata,34.2
4427,Frank,39,26482,Chennai,49.37
4428,David,42,60613,Kolkata,17.04
4429,David,36,22926,Pune,71.99
4430,Alice,41,111748,Bangalore,5.92
4431,Bob,45,28676,Hyderabad,0.67
4432,Ivan,45,88231,Chennai,46.29
4433,Hana,19,20768,Bangalore,54.72
4434,Alice,27,39731,Delhi,27.59
4435,Charlie,59,105988,Pune,78.41
4436,Alice,41,81393,Hyderabad,7.09
4437,Charlie,54,114628,Kolkata,98.71
4438,Hana,24,79550,Chennai,86.37
4439,Frank,19,85948,Chennai,7.15
4440,Bob,27,113023,Pune,14.61
4441,Grace,40,92493,Chennai,62.09
4442,Frank,31,41375,Mumbai,3.44
4443,Julia,25,51403,Bangalore,20.5
4444,Frank,59,97770,Pune,47.62
4445,Hana,51,68178,Hyderabad,67.73
4446,Ivan,27,114467,Chennai,58.84
4447,David,24,72731,Delhi,53.85
4448,Bob,36,71339,Kolkata,80.62
4449,Frank,47,50882,Bangalore,8.12
4450,Ivan,43,82467,Chennai,9.44
4451,Hana,30,104544,Delhi,10.09
4452,David,44,45236,Mumbai,8.86
4453,Julia,52,49617,Bangalore,82.55
4454,Ivan,30,94935,Chennai,73.82
4455,Grace,24,34153,Bangalore,93.55
4456,Grace,32,68481,Bangalore,52.72
4457,Julia,52,100981,Chennai,55.55
4458,Charlie,54,29932,Delhi,5.18
4459,Grace,56,91843,Hyderabad,85.15
4460,Alice,35,104478,Mumbai,62.57
4461,Bob,39,25425,Delhi,3.8
4462,Grace,58,27439,Bangalore,81.71
4463,Grace,36,106714,Hyderabad,28.8
4464,Alice,38,32158,Mumbai,17.65
4465,Ivan,50,61531,Chennai,54.5
4466,David,46,95792,Mumbai,65.39
4467,Eve,25,84806,Mumbai,24.08
4468,Julia,42,75539,Chennai,28.95
4469,Ivan,31,66286,Pune,90.94
4470,Frank,23,100952,Kolkata,36.61
4471,Charlie,29,36106,Pune,13.05
4472,Grace,23,83097,Mumbai,2.49
4473,Alice,50,91910,Kolkata,85.24
4474,David,38,48435,Chennai,65.77
4475,Hana,56,51968,Delhi,16.51
4476,Alice,53,48026,Delhi,67.12
4477,Hana,57,117680,Hyderabad,75.35
4478,Eve,52,88827,Pune,2.08
4479,Bob,32,115868,Hyderabad,58.42
4480,Eve,38,28076,Bangalore,43.64
4481,Ivan,38,82737,Bangalore,95.84
4482,Ivan,44,59083,Bangalore,98.38
4483,David,41,88596,Kolkata,94.56
4484,David,28,79421,Mumbai,15.61
4485,David,58,111305,Pune,67.52
4486,David,28,54584,Chennai,26.82
4487,Grace,52,24865,Mumbai,10.3
4488,Alice,54,77884,Hyderabad,60.53
4489,Charlie,32,85715,Chennai,77.23
4490,Grace,54,21919,Bangalore,19.19
4491,Hana,57,43396,Kolkata,33.04
4492,Ivan,36,28116,Delhi,65.74
4493,Julia,40,84740,Mumbai,2.87
4494,Hana,24,33566,Hyderabad,13.37
4495,David,45,117648,Delhi,91.68
4496,Frank,49,43875,Bangalore,47.13
4497,Ivan,42,117015,Chennai,75.63
4498,David,20,41666,Bangalore,73.05
4499,Charlie,20,118726,Delhi,98.9
4500,Alice,52,35927,Hyderabad,55.61
4501,Hana,25,57915,Bangalore,88.8
4502,Frank,27,61897,Chennai,55.19
4503,Hana,19,109970,Pune,94.81
4504,David,43,79880,Mumbai,93.89
4505,Hana,32,117811,Delhi,17.71
4506,David,59,97407,Delhi,14.17
4507,Alice,26,61906,Pune,39.15
4508,Alice,30,40516,Pune,50.39
4509,Julia,26,117255,Chennai,55.53
4510,Bob,58,111732,Hyderabad,9.45
4511,Charlie,35,23170,Delhi,32.65
4512,Julia,45,104084,Mumbai,5.18
4513,Charlie,29,55004,Bangalore,55.59
4514,Grace,47,115505,Kolkata,8.69
4515,Grace,29,98603,Pune,91.83
4516,Ivan,49,110220,Chennai,85.53
4517,Grace,26,100179,Hyderabad,42.9
4518,Grace,56,89737,Hyderabad,92.25
4519,Grace,39,35952,Kolkata,43.1
4520,Julia,33,24507,Hyderabad,64.61
4521,Julia,53,44224,Pune,67.32
4522,Frank,31,101837,Hyderabad,75.66
4523,Eve,21,72594,Kolkata,93.95
4524,Ivan,27,62835,Chennai,66.88
4525,Frank,58,38386,Bangalore,22.83
4526,Charlie,46,25650,Bangalore,93.07
4527,Frank,23,23777,Hyderabad,88.17
4528,Eve,59,76347,Chennai,43.4
4529,David,19,54731,Hyderabad,39.98
4530,Alice,24,40209,Mumbai,27.71
4531,Julia,46,49508,Bangalore,91.84
4532,Julia,50,83038,Mumbai,83.92
4533,Alice,33,103267,Chennai,81.27
4534,Hana,21,99246,Delhi,38.85
4535,Charlie,18,44097,Mumbai,45.72
4536,Eve,43,20227,Kolkata,84.93
4537,Ivan,48,65662,Pune,8.19
4538,Grace,46,32893,Bangalore,78.65
4539,David,18,100980,Chennai,36.36
4540,Charlie,33,60559,Chennai,54.49
4541,Frank,35,106617,Pune,14.34
4542,Bob,58,91163,Bangalore,16.92
4543,David,22,103321,Mumbai,94.59
4544,Julia,55,39904,Pune,27.68
4545,David,52,30141,Kolkata,48.05
4546,Alice,35,53557,Hyderabad,23.28
4547,Charlie,37,62148,Bangalore,95.56
4548,Frank,41,104677,Mumbai,65.91
4549,Grace,31,48909,Pune,70.29
4550,Hana,57,43213,Mumbai,32.92
4551,Frank,20,26418,Kolkata,91.29
4552,Grace,50,93672,Hyderabad,12.74
4553,David,30,28267,Mumbai,75.01
4554,Frank,21,82611,Pune,8.14
4555,Hana,48,102681,Hyderabad,94.8
4556,Ivan,39,21325,Chennai,57.92
4557,Ivan,57,106238,Chennai,86.1
4558,Frank,48,42565,Kolkata,73.41
4559,Ivan,52,113848,Mumbai,43.35
4560,Hana,27,42937,Kolkata,27.94
4561,Julia,36,56701,Delhi,59.47
4562,Ivan,53,68934,Pune,79.06
4563,Eve,48,43333,Delhi,6.11
4564,Julia,25,24099,Pune,57.5
4565,Julia,48,21011,Hyderabad,25.01
4566,Eve,38,80682,Bangalore,2.33
4567,David,19,97717,Bangalore,66.57
4568,Frank,32,81845,Kolkata,96.59
4569,Frank,31,31358,Chennai,2.54
4570,Hana,27,22534,Hyderabad,77.58
4571,Frank,42,117452,Chennai,23.82
4572,Grace,42,26549,Bangalore,55.16
4573,Bob,30,25665,Kolkata,53.65
4574,Eve,32,21268,Hyderabad,85.91
4575,Ivan,39,90372,Chennai,94.58
4576,Charlie,37,114124,Pune,97.5
4577,Frank,36,22096,Pune,22.12
4578,Grace,19,101941,Chennai,35.56
4579,Alice,24,29025,Bangalore,7.11
4580,Ivan,30,86979,Mumbai,80.72
4581,Ivan,33,87128,Pune,56.23
4582,Charlie,50,92035,Pune,8.44
4583,Grace,27,103029,Kolkata,28.06
4584,Grace,22,65060,Kolkata,74.35
4585,Alice,33,61442,Delhi,20.99
4586,Julia,50,73480,Hyderabad,84.9
4587,Eve,49,42430,Delhi,12.09
4588,Bob,22,47253,Bangalore,33.79
4589,Bob,55,117920,Mumbai,1.1
4590,Hana,25,41160,Pune,78.58
4591,Hana,35,57355,Hyderabad,68.56
4592,Julia,53,26851,Mumbai,22.99
4593,Bob,34,62056,Pune,98.33
4594,Charlie,44,108786,Kolkata,3.42
4595,Frank,51,43464,Kolkata,51.41
4596,Alice,49,65798,Mumbai,52.93
4597,Bob,34,54384,Hyderabad,37.53
4598,Grace,22,66234,Kolkata,14.28
4599,Eve,42,117910,Chennai,67.4
4600,Frank,46,74309,Kolkata,90.19
4601,Julia,49,49713,Bangalore,54.97
4602,David,23,77260,Hyderabad,39.07
4603,Hana,49,86760,Chennai,58.97
4604,Alice,22,30287,Pune,79.8
4605,Charlie,41,68563,Hyderabad,66.19
4606,Hana,54,104941,Kolkata,58.59
4607,Ivan,52,48756,Pune,78.35
4608,Ivan,27,60214,Mumbai,13.04
4609,David,21,31656,Chennai,62.3
4610,Hana,50,98578,Kolkata,21.04
4611,Julia,51,97574,Delhi,35.36
4612,Alice,50,81414,Delhi,41.12
4613,Frank,33,86379,Kolkata,30.97
4614,Ivan,27,113735,Kolkata,15.73
4615,Grace,29,59409,Hyderabad,56.26
4616,Bob,29,75917,Hyderabad,64.83
4617,Frank,51,56247,Mumbai,8.11
4618,Hana,22,101401,Pune,85.18
4619,Ivan,31,50522,Hyderabad,94.77
4620,Bob,51,57646,Chennai,91.31
4621,Julia,49,47526,Pune,9.65
4622,Alice,55,36708,Mumbai,2.57
4623,Eve,47,42567,Delhi,70.66
4624,Hana,41,74572,Bangalore,98.62
4625,Alice,49,54192,Chennai,54.65
4626,Grace,49,33449,Bangalore,81.19
4627,Eve,20,46413,Mumbai,87.84
4628,David,36,111916,Delhi,92.61
4629,Ivan,23,45673,Hyderabad,24.62
4630,Hana,41,110277,Delhi,75.15
4631,Hana,44,60248,Bangalore,58.82
4632,Eve,53,24428,Mumbai,89.77
4633,Ivan,23,69933,Bangalore,52.94
4634,Charlie,18,82953,Hyderabad,77.7
4635,Alice,51,88093,Bangalore,48.85
4636,Hana,29,33826,Chennai,16.84
4637,Bob,46,39506,Hyderabad,61.13
4638,Hana,52,61183,Hyderabad,47.6
4639,Charlie,50,27748,Bangalore,71.38
4640,Charlie,51,30276,Mumbai,92.29
4641,Eve,57,81876,Kolkata,42.49
4642,Julia,47,84316,Mumbai,78.23
4643,Eve,56,42387,Pune,92.81
4644,Julia,46,42449,Bangalore,93.3
4645,Bob,27,81952,Kolkata,82.43
4646,David,50,118996,Bangalore,38.7
4647,Eve,33,71425,Chennai,46.83
4648,Julia,56,47948,Kolkata,55.45
4649,Grace,21,59937,Chennai,86.7
4650,Eve,50,53251,Chennai,16.06
4651,Charlie,38,99713,Mumbai,69.86
4652,Grace,45,30070,Kolkata,62.66
4653,Hana,45,88116,Chennai,89.66
4654,Eve,21,23873,Chennai,49.66
4655,Julia,44,20450,Delhi,47.24
4656,Charlie,38,69085,Delhi,38.76
4657,Hana,27,43842,Pune,26.19
4658,Charlie,32,36070,Pune,32.51
4659,Alice,35,119967,Pune,65.73
4660,Alice,27,58031,Pune,38.1
4661,Julia,59,34871,Kolkata,63.4
4662,Alice,27,51054,Kolkata,86.48
4663,Hana,40,34186,Chennai,17.13
4664,David,49,62613,Bangalore,20.51
4665,Ivan,42,74637,Bangalore,29.25
4666,Charlie,57,54080,Kolkata,7.32
4667,Julia,59,62126,Hyderabad,57.86
4668,Bob,27,20897,Delhi,20.62
4669,Hana,47,22545,Bangalore,23.6
4670,Alice,34,66458,Mumbai,91.54
4671,Grace,48,72997,Chennai,46.36
4672,Alice,51,51129,Delhi,80.7
4673,Julia,38,113388,Hyderabad,36.77
4674,Bob,46,111201,Pune,25.25
4675,Hana,55,115499,Hyderabad,22.34
4676,Frank,53,74237,Chennai,0.05
4677,Frank,29,20178,Chennai,62.73
4678,Bob,52,24749,Pune,9.22
4679,Ivan,27,107307,Delhi,9.3
4680,Eve,39,55865,Chennai,17.36
4681,Hana,31,105209,Hyderabad,73.32
4682,Eve,29,55694,Delhi,95.37
4683,Charlie,45,47494,Kolkata,41.04
4684,Frank,56,53580,Bangalore,12.83
4685,Grace,39,118444,Delhi,2.6
4686,Alice,27,77484,Chennai,57.26
4687,Julia,22,108028,Bangalore,42.64
4688,Eve,24,52440,Mumbai,7.32
4689,Frank,26,95521,Mumbai,82.9
4690,Ivan,38,30119,Chennai,82.48
4691,David,21,89375,Mumbai,27.06
4692,Charlie,28,109128,Delhi,47.61
4693,Grace,49,35076,Hyderabad,36.44
4694,Bob,34,93758,Delhi,40.14
4695,Grace,43,56689,Bangalore,24.18
4696,Alice,21,102618,Chennai,36.96
4697,Ivan,25,30300,Kolkata,59.57
4698,David,55,37164,Bangalore,47.45
4699,David,55,111142,Chennai,16.29
4700,Grace,23,70943,Kolkata,16.46
4701,Alice,41,35880,Pune,16.5
4702,David,50,28618,Pune,25.71
4703,Bob,20,29792,Bangalore,46.22
4704,Eve,51,112061,Kolkata,54.7
4705,Charlie,21,102069,Mumbai,97.89
4706,Charlie,22,58957,Bangalore,86.57
4707,Hana,30,106397,Kolkata,92.71
4708,Hana,32,91038,Hyderabad,13.63
4709,Ivan,51,68241,Chennai,74.29
4710,Bob,33,28528,Pune,37.92
4711,Hana,52,44378,Chennai,58.37
4712,Charlie,55,40113,Mumbai,94.05
4713,Grace,24,58879,Bangalore,74.69
4714,Alice,32,86153,Hyderabad,12.67
4715,Eve,33,117919,Chennai,3.92
4716,Grace,37,62057,Pune,89.57
4717,Ivan,57,65639,Chennai,64.49
4718,Eve,21,25365,Hyderabad,9.35
4719,Grace,35,83762,Bangalore,36.07
4720,David,46,49362,Delhi,90.96
4721,Ivan,33,113609,Bangalore,35.21
4722,Bob,27,79340,Hyderabad,0.76
4723,Grace,47,48635,Bangalore,50.01
4724,Alice,51,38327,Kolkata,67.55
4725,Hana,38,98570,Kolkata,29.97
4726,Hana,58,87186,Delhi,97.82
4727,Charlie,51,37529,Mumbai,32.54
4728,Hana,38,75252,Delhi,63.73
4729,Charlie,27,85588,Kolkata,64.62
4730,David,48,82593,Delhi,48.58
4731,Bob,42,35210,Chennai,24.37
4732,Frank,49,71063,Hyderabad,56.46
4733,David,44,89510,Mumbai,15.49
4734,Ivan,41,100119,Delhi,55.42
4735,Grace,29,31500,Chennai,52.7
4736,Frank,55,92229,Kolkata,37.23
4737,Frank,22,44511,Pune,8.57
4738,Julia,24,106557,Chennai,64.86
4739,Eve,20,88552,Hyderabad,89.48
4740,Alice,38,67146,Kolkata,60.02
4741,Ivan,43,36262,Hyderabad,9.54
4742,Alice,56,53440,Mumbai,23.23
4743,Grace,25,96154,Mumbai,88.75
4744,Alice,59,97480,Kolkata,53.15
4745,Bob,54,38778,Pune,38.83
4746,David,20,111700,Kolkata,23.32
4747,Julia,30,39810,Bangalore,65.89
4748,Julia,53,47817,Hyderabad,2.03
4749,Alice,27,101356,Delhi,37.73
4750,Grace,41,69382,Kolkata,27.25
4751,Bob,34,50493,Mumbai,96.21
4752,Alice,53,70793,Chennai,22.43
4753,Charlie,49,25071,Pune,33.22
4754,Alice,18,49214,Delhi,30.93
4755,Bob,35,32079,Bangalore,14.14
4756,Grace,53,112770,Hyderabad,58.48
4757,Ivan,31,95437,Bangalore,34.1
4758,David,44,96083,Mumbai,77.6
4759,Julia,24,114228,Bangalore,63.65
4760,David,31,88392,Bangalore,40.71
4761,Frank,51,64815,Kolkata,60.63
4762,Grace,38,102581,Delhi,58.62
4763,Julia,57,92340,Chennai,47.32
4764,Ivan,49,53578,Chennai,59.76
4765,Ivan,19,87877,Mumbai,75.14
4766,Ivan,56,65653,Bangalore,75.43
4767,Frank,48,103329,Pune,27.07
4768,Julia,56,75894,Mumbai,3.52
4769,Charlie,18,28057,Delhi,2.19
4770,Hana,45,101592,Kolkata,87.59
4771,Hana,54,37031,Chennai,98.49
4772,Bob,37,114912,Delhi,35.74
4773,Hana,34,23738,Hyderabad,42.01
4774,Frank,22,25671,Delhi,6.77
4775,Ivan,58,112625,Kolkata,47.4
4776,Grace,30,108284,Mumbai,51.69
4777,Grace,18,50590,Hyderabad,5.87
4778,David,32,63319,Mumbai,83.67
4779,Frank,32,80789,Chennai,26.46
4780,Bob,41,44375,Hyderabad,89.99
4781,David,33,40440,Delhi,90.76
4782,Frank,55,113335,Chennai,95.43
4783,Frank,51,94950,Kolkata,91.32
4784,Hana,53,29856,Pune,53.17
4785,Frank,42,56019,Bangalore,72.17
4786,Ivan,49,94168,Bangalore,38.79
4787,David,59,49268,Mumbai,81.57
4788,Grace,30,24029,Bangalore,80.39
4789,Ivan,45,55365,Kolkata,70.28
4790,Hana,26,92860,Mumbai,26.72
4791,Alice,22,81545,Chennai,9.65
4792,Bob,56,93833,Chennai,80.15
